date,product_id,impressions,video_views,live_stream_placements,exposure_score
2025-08-26,PRD0015,7517,2649,10,67.5
2025-09-02,PRD0015,7908,4032,17,83.6
2025-09-09,PRD0015,8887,4870,12,87.3
2025-09-16,PRD0015,7829,2798,16,85.7
2025-09-23,PRD0015,7975,4250,11,75.2
2025-09-30,PRD0015,7701,3726,16,79.3
2025-10-07,PRD0015,9304,3948,16,98.1
2025-10-14,PRD0015,8910,4094,20,100.0
2025-10-21,PRD0015,9052,3759,12,84.5
2025-10-28,PRD0015,9274,4210,14,88.8
2025-11-04,PRD0015,9745,3851,11,84.6
2025-11-11,PRD0015,8260,3731,14,83.8
2025-11-18,PRD0015,8460,4571,13,84.8
2025-11-25,PRD0015,7680,2915,11,74.5
2025-12-02,PRD0015,9703,3878,22,100.0
2025-12-09,PRD0015,9224,4161,15,87.8
2025-12-16,PRD0015,8882,3639,13,84.7
2025-12-23,PRD0015,9880,4767,21,100.0
2025-12-30,PRD0015,7551,3255,12,71.5
2026-01-06,PRD0015,9958,4150,16,93.1
2026-01-13,PRD0015,8673,4766,20,93.9
2026-01-20,PRD0015,7961,3471,11,70.3
2026-01-27,PRD0015,7852,3687,14,82.6
2026-02-03,PRD0015,6544,3255,7,55.6
2026-02-10,PRD0015,8066,4103,13,73.6
2026-02-17,PRD0015,6389,2277,7,58.1
2026-02-24,PRD0015,6823,3343,9,58.0
2026-03-03,PRD0015,5202,1924,7,44.4
2026-03-10,PRD0015,4231,2261,5,39.5
2026-03-17,PRD0015,4712,1901,3,38.4
2026-03-24,PRD0015,4418,1668,3,36.4
2026-03-31,PRD0015,4209,1906,3,31.8
2026-04-07,PRD0015,3450,1441,1,24.3
2026-04-14,PRD0015,3752,1543,2,29.7
2026-04-21,PRD0015,3452,1756,2,27.0
2026-04-28,PRD0015,2757,1352,1,18.5
2026-05-05,PRD0015,2376,1305,0,16.0
2026-05-12,PRD0015,2314,957,0,15.0
2026-05-19,PRD0015,2543,1229,1,19.1
2026-05-26,PRD0015,2198,1163,1,15.9
2026-06-02,PRD0015,1821,655,0,12.4
2026-06-09,PRD0015,1929,853,0,13.1
2026-06-16,PRD0015,1653,848,0,11.1
2026-06-23,PRD0015,1794,897,0,11.1
2026-06-30,PRD0015,1350,540,0,9.3
2025-07-21,PRD0016,2145,768,2,17.9
2025-07-28,PRD0016,2254,914,3,19.5
2025-08-04,PRD0016,1945,684,3,18.0
2025-08-11,PRD0016,2335,974,3,21.9
2025-08-18,PRD0016,2575,1005,3,23.2
2025-08-25,PRD0016,2500,1247,3,21.7
2025-09-01,PRD0016,2277,1065,5,23.4
2025-09-08,PRD0016,2440,1210,3,23.3
2025-09-15,PRD0016,2319,946,5,24.7
2025-09-22,PRD0016,2112,746,4,23.1
2025-09-29,PRD0016,1961,1011,3,18.5
2025-10-06,PRD0016,2518,1169,5,27.5
2025-10-13,PRD0016,2070,834,4,22.4
2025-10-20,PRD0016,2472,1195,4,23.5
2025-10-27,PRD0016,1922,760,2,17.2
2025-11-03,PRD0016,2081,729,2,16.3
2025-11-10,PRD0016,2463,1125,5,27.5
2025-11-17,PRD0016,1930,1010,4,21.2
2025-11-24,PRD0016,2453,1235,4,23.7
2025-12-01,PRD0016,2312,1056,4,23.8
2025-12-08,PRD0016,2498,1336,4,24.9
2025-12-15,PRD0016,2039,981,2,17.0
2025-12-22,PRD0016,2142,854,3,18.6
2025-12-29,PRD0016,2550,1265,3,21.7
2026-01-05,PRD0016,2093,800,3,20.1
2026-01-12,PRD0016,2164,1088,3,21.4
2026-01-19,PRD0016,2387,1140,3,20.2
2026-01-26,PRD0016,2001,1075,4,19.4
2026-02-02,PRD0016,2441,1224,3,20.6
2026-02-09,PRD0016,2437,1017,4,24.9
2026-02-16,PRD0016,2281,1031,4,23.0
2026-02-23,PRD0016,2451,1032,3,20.7
2026-03-02,PRD0016,2465,1131,3,20.3
2026-03-09,PRD0016,2538,1296,5,24.6
2026-03-16,PRD0016,1962,743,2,17.5
2026-03-23,PRD0016,2281,1016,5,25.1
2026-03-30,PRD0016,1939,1009,4,20.2
2026-04-06,PRD0016,2466,1245,4,22.6
2026-04-13,PRD0016,2340,1045,4,23.7
2026-04-20,PRD0016,2580,1287,5,28.3
2026-04-27,PRD0016,2448,1129,4,23.1
2026-05-04,PRD0016,2169,1149,2,17.1
2026-05-11,PRD0016,2306,814,4,22.3
2026-05-18,PRD0016,2148,1073,2,17.4
2026-05-25,PRD0016,2233,841,2,18.5
2026-06-01,PRD0016,2438,1142,4,23.8
2026-06-08,PRD0016,2292,1151,3,21.7
2026-06-15,PRD0016,2451,1170,3,21.9
2026-06-22,PRD0016,2207,789,2,19.5
2026-06-29,PRD0016,2369,1302,4,24.3
2025-05-08,PRD0017,8332,4332,19,97.9
2025-05-15,PRD0017,8554,3846,17,87.5
2025-05-22,PRD0017,7651,3114,10,64.9
2025-05-29,PRD0017,7948,3616,15,75.9
2025-06-05,PRD0017,7884,4296,16,80.1
2025-06-12,PRD0017,7912,3681,15,75.5
2025-06-19,PRD0017,7712,3179,16,84.5
2025-06-26,PRD0017,10023,3667,20,100.0
2025-07-03,PRD0017,9909,4550,22,100.0
2025-07-10,PRD0017,7849,3380,18,83.6
2025-07-17,PRD0017,9930,3660,15,97.3
2025-07-24,PRD0017,7947,2931,18,80.1
2025-07-31,PRD0017,9966,3572,21,100.0
2025-08-07,PRD0017,7867,3003,18,91.5
2025-08-14,PRD0017,8243,3435,11,79.9
2025-08-21,PRD0017,9456,3506,20,100.0
2025-08-28,PRD0017,9531,3577,19,100.0
2025-09-04,PRD0017,9407,3741,15,92.9
2025-09-11,PRD0017,8690,4309,18,91.5
2025-09-18,PRD0017,7603,3593,11,74.4
2025-09-25,PRD0017,6349,3458,8,57.6
2025-10-02,PRD0017,6757,3567,10,61.0
2025-10-09,PRD0017,5199,1938,6,47.2
2025-10-16,PRD0017,5888,3019,7,55.7
2025-10-23,PRD0017,5599,2218,4,41.1
2025-10-30,PRD0017,4611,2503,3,33.7
2025-11-06,PRD0017,3914,1456,3,30.9
2025-11-13,PRD0017,3883,1473,3,29.3
2025-11-20,PRD0017,4159,1770,3,31.7
2025-11-27,PRD0017,3786,1435,2,27.1
2025-12-04,PRD0017,3645,1452,2,26.6
2025-12-11,PRD0017,2469,1093,1,19.1
2025-12-18,PRD0017,2589,1055,1,19.9
2025-12-25,PRD0017,2224,967,0,15.1
2026-01-01,PRD0017,2277,955,1,16.6
2026-01-08,PRD0017,1948,867,0,12.0
2026-01-15,PRD0017,2139,755,0,13.9
2026-01-22,PRD0017,1976,893,0,12.1
2026-01-29,PRD0017,1654,807,0,11.0
2026-02-05,PRD0017,1673,592,0,11.5
2026-02-12,PRD0017,1331,681,0,8.9
2026-02-19,PRD0017,1383,705,0,8.6
2026-02-26,PRD0017,1349,512,0,9.1
2026-03-05,PRD0017,1305,545,0,8.1
2026-03-12,PRD0017,1426,620,0,8.9
2026-03-19,PRD0017,1298,672,0,8.5
2026-03-26,PRD0017,1326,516,0,8.0
2026-04-02,PRD0017,1326,528,0,8.3
2026-04-09,PRD0017,1143,417,0,7.0
2026-04-16,PRD0017,1154,511,0,7.8
2026-04-23,PRD0017,1534,705,0,9.5
2026-04-30,PRD0017,1286,459,0,8.5
2026-05-07,PRD0017,1249,584,0,7.8
2026-05-14,PRD0017,1232,460,0,8.4
2026-05-21,PRD0017,1389,697,0,9.3
2026-05-28,PRD0017,1400,684,0,9.6
2026-06-04,PRD0017,1224,529,0,7.5
2026-06-11,PRD0017,1508,611,0,9.6
2026-06-18,PRD0017,1318,644,0,8.0
2026-06-25,PRD0017,1145,463,0,7.0
2025-10-30,PRD0018,3816,1894,5,33.0
2025-11-06,PRD0018,3170,1401,6,30.9
2025-11-13,PRD0018,3172,1184,7,32.7
2025-11-20,PRD0018,3698,1945,5,34.8
2025-11-27,PRD0018,3193,1157,7,34.3
2025-12-04,PRD0018,3036,1290,5,30.3
2025-12-11,PRD0018,3982,1480,8,39.6
2025-12-18,PRD0018,3192,1186,4,29.9
2025-12-25,PRD0018,3313,1504,6,34.1
2026-01-01,PRD0018,4043,2168,9,46.6
2026-01-08,PRD0018,4080,2151,5,39.0
2026-01-15,PRD0018,3598,1667,8,38.5
2026-01-22,PRD0018,3681,1873,5,32.4
2026-01-29,PRD0018,3257,1617,6,30.4
2026-02-05,PRD0018,3462,1471,6,36.5
2026-02-12,PRD0018,3963,1478,8,43.9
2026-02-19,PRD0018,3274,1604,7,32.9
2026-02-26,PRD0018,3540,1882,6,36.0
2026-03-05,PRD0018,3173,1439,5,29.1
2026-03-12,PRD0018,3163,1681,5,30.8
2026-03-19,PRD0018,3973,1582,7,38.5
2026-03-26,PRD0018,3603,1448,5,31.3
2026-04-02,PRD0018,3219,1402,7,33.0
2026-04-09,PRD0018,3886,1531,7,39.0
2026-04-16,PRD0018,3696,1346,7,37.9
2026-04-23,PRD0018,3817,1581,5,33.4
2026-04-30,PRD0018,3934,1400,8,42.9
2026-05-07,PRD0018,3857,1882,8,42.1
2026-05-14,PRD0018,3117,1193,6,32.6
2026-05-21,PRD0018,3115,1518,5,31.4
2026-05-28,PRD0018,3497,1849,6,32.1
2026-06-04,PRD0018,3702,2012,4,30.1
2026-06-11,PRD0018,3406,1450,4,31.8
2026-06-18,PRD0018,3718,1860,5,31.8
2026-06-25,PRD0018,3897,1831,7,38.8
2025-11-05,PRD0019,7407,2815,15,74.9
2025-11-12,PRD0019,5544,2361,6,47.3
2025-11-19,PRD0019,5966,2091,7,50.4
2025-11-26,PRD0019,5081,2145,6,44.9
2025-12-03,PRD0019,5024,1995,4,39.0
2025-12-10,PRD0019,4264,2056,4,37.3
2025-12-17,PRD0019,4107,1471,4,35.2
2025-12-24,PRD0019,3516,1519,4,30.9
2025-12-31,PRD0019,3921,1385,3,32.0
2026-01-07,PRD0019,3893,1506,2,28.2
2026-01-14,PRD0019,2764,1183,2,20.6
2026-01-21,PRD0019,2935,1030,2,22.1
2026-01-28,PRD0019,2500,1349,1,19.4
2026-02-04,PRD0019,2483,1248,1,16.9
2026-02-11,PRD0019,2116,768,1,16.0
2026-02-18,PRD0019,1952,906,1,15.2
2026-02-25,PRD0019,1798,716,0,12.1
2026-03-04,PRD0019,1971,898,0,12.4
2026-03-11,PRD0019,1529,802,0,9.6
2026-03-18,PRD0019,1621,682,0,11.0
2026-03-25,PRD0019,1377,593,0,9.2
2026-04-01,PRD0019,1550,633,0,10.7
2026-04-08,PRD0019,1159,493,0,7.3
2026-04-15,PRD0019,1242,637,0,8.6
2026-04-22,PRD0019,1229,520,0,8.0
2026-04-29,PRD0019,1264,526,0,8.2
2026-05-06,PRD0019,959,467,0,6.4
2026-05-13,PRD0019,1221,485,0,7.6
2026-05-20,PRD0019,1056,544,0,6.7
2026-05-27,PRD0019,1069,421,0,6.5
2026-06-03,PRD0019,1137,517,0,7.7
2026-06-10,PRD0019,1139,443,0,7.6
2026-06-17,PRD0019,1010,435,0,6.3
2026-06-24,PRD0019,1221,603,0,8.4
2025-11-26,PRD0020,3378,1445,5,31.7
2025-12-03,PRD0020,3345,1748,6,30.9
2025-12-10,PRD0020,3288,1806,3,25.6
2025-12-17,PRD0020,2510,942,3,23.6
2025-12-24,PRD0020,2502,1112,3,21.3
2025-12-31,PRD0020,2725,1018,3,23.3
2026-01-07,PRD0020,2222,872,2,19.2
2026-01-14,PRD0020,1689,696,1,12.2
2026-01-21,PRD0020,1962,799,1,14.1
2026-01-28,PRD0020,1664,861,1,13.3
2026-02-04,PRD0020,1396,690,1,11.2
2026-02-11,PRD0020,1257,553,0,8.1
2026-02-18,PRD0020,1475,721,1,11.2
2026-02-25,PRD0020,1181,589,0,7.8
2026-03-04,PRD0020,1094,490,0,7.0
2026-03-11,PRD0020,941,459,0,5.8
2026-03-18,PRD0020,882,316,0,6.2
2026-03-25,PRD0020,875,374,0,5.3
2026-04-01,PRD0020,785,298,0,5.0
2026-04-08,PRD0020,760,292,0,5.2
2026-04-15,PRD0020,872,393,0,5.7
2026-04-22,PRD0020,817,355,0,5.6
2026-04-29,PRD0020,794,409,0,5.5
2026-05-06,PRD0020,592,272,0,4.1
2026-05-13,PRD0020,567,225,0,3.9
2026-05-20,PRD0020,570,245,0,3.8
2026-05-27,PRD0020,501,185,0,3.4
2026-06-03,PRD0020,619,279,0,4.1
2026-06-10,PRD0020,529,245,0,3.6
2026-06-17,PRD0020,523,267,0,3.5
2026-06-24,PRD0020,640,277,0,4.4
2025-06-23,PRD0021,9230,4442,20,100.0
2025-06-30,PRD0021,8955,4470,18,97.1
2025-07-07,PRD0021,9191,3381,16,86.0
2025-07-14,PRD0021,9015,4199,17,92.7
2025-07-21,PRD0021,7428,3439,11,72.7
2025-07-28,PRD0021,9274,4302,19,100.0
2025-08-04,PRD0021,9438,4984,12,89.2
2025-08-11,PRD0021,9074,3580,19,100.0
2025-08-18,PRD0021,8134,3764,19,83.8
2025-08-25,PRD0021,8613,3054,16,82.6
2025-09-01,PRD0021,8658,3821,14,88.6
2025-09-08,PRD0021,8662,3332,12,80.5
2025-09-15,PRD0021,9542,3775,18,94.5
2025-09-22,PRD0021,8714,4632,17,95.3
2025-09-29,PRD0021,8359,4024,15,77.4
2025-10-06,PRD0021,9103,3704,10,76.8
2025-10-13,PRD0021,8078,3899,19,95.1
2025-10-20,PRD0021,8474,3701,10,78.1
2025-10-27,PRD0021,9017,3888,19,96.3
2025-11-03,PRD0021,7428,3581,9,66.3
2025-11-10,PRD0021,8490,3556,16,92.0
2025-11-17,PRD0021,7602,3514,16,75.6
2025-11-24,PRD0021,9133,4808,19,100.0
2025-12-01,PRD0021,7844,3273,18,81.1
2025-12-08,PRD0021,9164,4631,15,84.0
2025-12-15,PRD0021,8527,4302,18,87.3
2025-12-22,PRD0021,9303,4846,20,94.3
2025-12-29,PRD0021,8937,3129,17,91.4
2026-01-05,PRD0021,8559,4548,14,89.3
2026-01-12,PRD0021,7353,4014,12,67.9
2026-01-19,PRD0021,7265,2823,14,78.2
2026-01-26,PRD0021,9114,3236,21,98.3
2026-02-02,PRD0021,7202,3454,9,65.6
2026-02-09,PRD0021,7245,3604,9,63.7
2026-02-16,PRD0021,7504,3571,10,69.1
2026-02-23,PRD0021,8167,3529,11,77.2
2026-03-02,PRD0021,7612,3090,9,67.0
2026-03-09,PRD0021,8166,3317,11,77.0
2026-03-16,PRD0021,8181,3091,13,82.9
2026-03-23,PRD0021,8736,4099,14,84.8
2026-03-30,PRD0021,7292,3824,15,80.5
2026-04-06,PRD0021,9362,5005,22,100.0
2026-04-13,PRD0021,9387,3410,20,92.7
2026-04-20,PRD0021,9397,4556,14,94.8
2026-04-27,PRD0021,7557,3330,9,62.9
2026-05-04,PRD0021,9384,3956,21,97.3
2026-05-11,PRD0021,9345,4020,16,98.0
2026-05-18,PRD0021,8219,3213,19,96.1
2026-05-25,PRD0021,8752,3200,12,78.8
2026-06-01,PRD0021,7608,3304,16,86.6
2026-06-08,PRD0021,7854,3483,14,84.1
2026-06-15,PRD0021,7999,3104,13,82.0
2026-06-22,PRD0021,8421,3464,16,88.9
2026-06-29,PRD0021,7483,3485,9,69.9
2025-08-29,PRD0022,9361,3453,13,92.8
2025-09-05,PRD0022,6830,2732,7,57.8
2025-09-12,PRD0022,6063,2683,10,60.4
2025-09-19,PRD0022,5602,1976,5,43.3
2025-09-26,PRD0022,6300,2880,5,51.7
2025-10-03,PRD0022,5942,2578,6,49.1
2025-10-10,PRD0022,5425,2643,5,46.8
2025-10-17,PRD0022,4375,2250,3,32.3
2025-10-24,PRD0022,4487,2464,3,34.1
2025-10-31,PRD0022,4076,2028,3,33.4
2025-11-07,PRD0022,4018,1729,4,31.9
2025-11-14,PRD0022,3113,1625,2,25.6
2025-11-21,PRD0022,3646,1903,1,26.7
2025-11-28,PRD0022,2750,1324,1,19.0
2025-12-05,PRD0022,2984,1095,1,22.6
2025-12-12,PRD0022,2832,1296,1,19.1
2025-12-19,PRD0022,2444,1213,1,18.6
2025-12-26,PRD0022,2495,942,1,19.5
2026-01-02,PRD0022,2342,1080,1,17.7
2026-01-09,PRD0022,1953,895,0,13.4
2026-01-16,PRD0022,1601,854,0,10.9
2026-01-23,PRD0022,1825,722,0,11.7
2026-01-30,PRD0022,1733,693,0,11.5
2026-02-06,PRD0022,1541,800,0,10.1
2026-02-13,PRD0022,1182,495,0,7.7
2026-02-20,PRD0022,1420,507,0,8.7
2026-02-27,PRD0022,1216,557,0,7.9
2026-03-06,PRD0022,1508,584,0,9.7
2026-03-13,PRD0022,1154,545,0,7.7
2026-03-20,PRD0022,1365,612,0,9.4
2026-03-27,PRD0022,1296,582,0,8.9
2026-04-03,PRD0022,1327,516,0,8.0
2026-04-10,PRD0022,1249,568,0,7.7
2026-04-17,PRD0022,1217,438,0,7.3
2026-04-24,PRD0022,1265,694,0,8.4
2026-05-01,PRD0022,1348,480,0,8.5
2026-05-08,PRD0022,1431,598,0,8.9
2026-05-15,PRD0022,1279,599,0,8.1
2026-05-22,PRD0022,1239,591,0,7.6
2026-05-29,PRD0022,1351,545,0,9.3
2026-06-05,PRD0022,1200,650,0,8.3
2026-06-12,PRD0022,1188,434,0,7.5
2026-06-19,PRD0022,1257,688,0,8.7
2026-06-26,PRD0022,1189,552,0,7.8
2025-11-29,PRD0023,8097,3193,14,83.4
2025-12-06,PRD0023,7007,2765,16,76.8
2025-12-13,PRD0023,7423,3178,12,76.6
2025-12-20,PRD0023,7269,2926,12,74.5
2025-12-27,PRD0023,6907,3259,14,75.2
2026-01-03,PRD0023,6826,2746,8,58.2
2026-01-10,PRD0023,7561,3973,17,86.4
2026-01-17,PRD0023,6361,3285,14,69.7
2026-01-24,PRD0023,6558,2556,14,68.1
2026-01-31,PRD0023,6714,3415,8,58.0
2026-02-07,PRD0023,7061,2595,10,61.4
2026-02-14,PRD0023,8008,3126,11,69.8
2026-02-21,PRD0023,7553,2967,12,75.0
2026-02-28,PRD0023,8277,3058,17,86.2
2026-03-07,PRD0023,6892,2434,13,75.0
2026-03-14,PRD0023,6525,3411,14,67.4
2026-03-21,PRD0023,7882,2896,16,78.3
2026-03-28,PRD0023,7035,3206,16,79.2
2026-04-04,PRD0023,7343,3394,14,78.9
2026-04-11,PRD0023,7855,2759,12,71.4
2026-04-18,PRD0023,7323,3380,15,75.7
2026-04-25,PRD0023,8145,4374,15,87.4
2026-05-02,PRD0023,7895,3420,18,91.3
2026-05-09,PRD0023,7474,3237,15,78.3
2026-05-16,PRD0023,6809,3557,9,63.8
2026-05-23,PRD0023,7314,3998,16,76.1
2026-05-30,PRD0023,7581,3764,12,71.2
2026-06-06,PRD0023,8094,4107,17,83.0
2026-06-13,PRD0023,7296,2997,14,70.3
2026-06-20,PRD0023,6379,3117,15,65.6
2026-06-27,PRD0023,8238,2893,10,69.2
2025-07-19,PRD0024,3635,1742,4,33.6
2025-07-26,PRD0024,3999,2105,7,41.5
2025-08-02,PRD0024,2978,1045,3,23.4
2025-08-09,PRD0024,3244,1495,3,25.3
2025-08-16,PRD0024,3166,1440,3,26.8
2025-08-23,PRD0024,2741,1233,3,25.5
2025-08-30,PRD0024,2472,1180,2,21.3
2025-09-06,PRD0024,2109,740,1,15.7
2025-09-13,PRD0024,2003,848,1,16.0
2025-09-20,PRD0024,2263,870,2,19.5
2025-09-27,PRD0024,1775,643,1,12.7
2025-10-04,PRD0024,1585,651,0,10.1
2025-10-11,PRD0024,1469,586,0,9.0
2025-10-18,PRD0024,1562,554,0,10.1
2025-10-25,PRD0024,1289,568,0,8.9
2025-11-01,PRD0024,1293,645,0,8.6
2025-11-08,PRD0024,1223,639,0,7.7
2025-11-15,PRD0024,1193,602,0,7.7
2025-11-22,PRD0024,1153,571,0,7.6
2025-11-29,PRD0024,1015,379,0,6.2
2025-12-06,PRD0024,885,449,0,6.1
2025-12-13,PRD0024,1042,564,0,6.6
2025-12-20,PRD0024,851,394,0,5.7
2025-12-27,PRD0024,901,447,0,6.0
2026-01-03,PRD0024,772,306,0,4.8
2026-01-10,PRD0024,705,345,0,4.6
2026-01-17,PRD0024,586,270,0,3.8
2026-01-24,PRD0024,671,333,0,4.2
2026-01-31,PRD0024,602,324,0,3.8
2026-02-07,PRD0024,703,355,0,4.7
2026-02-14,PRD0024,633,325,0,4.1
2026-02-21,PRD0024,580,211,0,3.6
2026-02-28,PRD0024,637,290,0,3.9
2026-03-07,PRD0024,719,298,0,4.7
2026-03-14,PRD0024,593,225,0,4.0
2026-03-21,PRD0024,700,300,0,4.8
2026-03-28,PRD0024,580,305,0,3.8
2026-04-04,PRD0024,728,383,0,4.7
2026-04-11,PRD0024,614,240,0,4.1
2026-04-18,PRD0024,646,249,0,4.1
2026-04-25,PRD0024,708,354,0,4.8
2026-05-02,PRD0024,600,246,0,4.0
2026-05-09,PRD0024,712,330,0,4.3
2026-05-16,PRD0024,578,226,0,4.0
2026-05-23,PRD0024,551,209,0,3.7
2026-05-30,PRD0024,660,276,0,4.2
2026-06-06,PRD0024,673,334,0,4.4
2026-06-13,PRD0024,547,236,0,3.4
2026-06-20,PRD0024,564,306,0,3.4
2026-06-27,PRD0024,576,225,0,3.9
2025-01-06,PRD0025,6361,2812,11,64.3
2025-01-13,PRD0025,5197,2448,10,49.9
2025-01-20,PRD0025,5303,2283,7,45.8
2025-01-27,PRD0025,5318,2628,9,53.9
2025-02-03,PRD0025,6292,3366,13,70.7
2025-02-10,PRD0025,5457,2589,11,52.9
2025-02-17,PRD0025,6130,2674,9,57.7
2025-02-24,PRD0025,6289,2773,14,71.4
2025-03-03,PRD0025,6499,2409,13,65.3
2025-03-10,PRD0025,5281,2148,11,57.3
2025-03-17,PRD0025,6226,2354,9,53.6
2025-03-24,PRD0025,6297,3440,8,54.7
2025-03-31,PRD0025,5332,2761,10,55.8
2025-04-07,PRD0025,5761,3131,11,62.0
2025-04-14,PRD0025,5219,2601,10,55.9
2025-04-21,PRD0025,5487,2652,10,52.0
2025-04-28,PRD0025,6351,2853,7,51.5
2025-05-05,PRD0025,6845,2558,10,63.2
2025-05-12,PRD0025,5747,2386,9,53.3
2025-05-19,PRD0025,6764,2654,8,63.6
2025-05-26,PRD0025,6699,3387,8,63.6
2025-06-02,PRD0025,6775,2943,11,62.1
2025-06-09,PRD0025,5516,2476,7,50.3
2025-06-16,PRD0025,5211,2573,12,56.7
2025-06-23,PRD0025,6652,2357,9,57.3
2025-06-30,PRD0025,5607,2691,12,58.4
2025-07-07,PRD0025,5570,2912,12,61.3
2025-07-14,PRD0025,6256,2467,12,61.9
2025-07-21,PRD0025,5550,2080,10,59.1
2025-07-28,PRD0025,5830,2619,13,64.6
2025-08-04,PRD0025,5764,3046,9,51.3
2025-08-11,PRD0025,5898,2862,14,64.3
2025-08-18,PRD0025,5866,2255,8,53.6
2025-08-25,PRD0025,5292,2737,7,47.6
2025-09-01,PRD0025,5299,2442,11,58.4
2025-09-08,PRD0025,6026,2155,7,56.2
2025-09-15,PRD0025,6527,3007,8,57.1
2025-09-22,PRD0025,6475,2382,9,59.8
2025-09-29,PRD0025,6080,2756,13,66.6
2025-10-06,PRD0025,5906,2242,7,53.8
2025-10-13,PRD0025,6854,3364,12,64.8
2025-10-20,PRD0025,5177,2280,7,47.0
2025-10-27,PRD0025,5513,2017,6,50.2
2025-11-03,PRD0025,5750,2622,8,51.3
2025-11-10,PRD0025,6542,2518,13,62.9
2025-11-17,PRD0025,6118,2363,11,61.5
2025-11-24,PRD0025,5740,2497,9,52.8
2025-12-01,PRD0025,5154,1928,6,43.1
2025-12-08,PRD0025,6308,3308,9,57.7
2025-12-15,PRD0025,6581,3513,11,61.8
2025-12-22,PRD0025,5888,2524,12,57.7
2025-12-29,PRD0025,6154,2799,13,67.4
2026-01-05,PRD0025,5955,2122,14,65.0
2026-01-12,PRD0025,5866,2417,9,56.4
2026-01-19,PRD0025,6460,3288,8,58.4
2026-01-26,PRD0025,6300,2361,9,54.2
2026-02-02,PRD0025,6280,2933,11,66.5
2026-02-09,PRD0025,5223,2574,11,58.5
2026-02-16,PRD0025,6236,2518,7,52.1
2026-02-23,PRD0025,6896,2504,14,67.0
2026-03-02,PRD0025,6200,2792,13,63.6
2026-03-09,PRD0025,6595,3392,15,71.0
2026-03-16,PRD0025,6192,3392,12,65.1
2026-03-23,PRD0025,5458,2554,11,59.7
2026-03-30,PRD0025,5788,2670,8,52.5
2026-04-06,PRD0025,5788,2141,8,51.5
2026-04-13,PRD0025,5189,2314,7,45.4
2026-04-20,PRD0025,5414,2243,7,50.6
2026-04-27,PRD0025,6841,3310,13,70.7
2026-05-04,PRD0025,6742,3702,11,60.4
2026-05-11,PRD0025,6381,3396,8,56.5
2026-05-18,PRD0025,6879,3316,8,60.0
2026-05-25,PRD0025,6029,3098,11,57.6
2026-06-01,PRD0025,5261,1899,7,49.1
2026-06-08,PRD0025,5150,2629,10,49.7
2026-06-15,PRD0025,6776,3640,15,76.7
2026-06-22,PRD0025,5524,2689,11,58.0
2026-06-29,PRD0025,6172,3252,13,65.0
2026-05-16,PRD0026,7408,2758,17,87.1
2026-05-23,PRD0026,8861,4053,17,97.2
2026-05-30,PRD0026,9350,4222,20,100.0
2026-06-06,PRD0026,9456,5064,21,99.3
2026-06-13,PRD0026,7387,3705,12,75.6
2026-06-20,PRD0026,7929,3588,18,87.6
2026-06-27,PRD0026,8138,3673,14,74.2
2025-05-05,PRD0027,1935,687,3,18.2
2025-05-12,PRD0027,2107,1018,4,20.4
2025-05-19,PRD0027,2020,934,3,18.7
2025-05-26,PRD0027,2404,1162,5,25.4
2025-06-02,PRD0027,2227,1143,3,19.3
2025-06-09,PRD0027,2341,1081,4,22.9
2025-06-16,PRD0027,2396,1115,5,27.0
2025-06-23,PRD0027,2212,1055,3,20.5
2025-06-30,PRD0027,2047,764,4,19.8
2025-07-07,PRD0027,2282,850,3,20.7
2025-07-14,PRD0027,2262,903,4,23.1
2025-07-21,PRD0027,2434,1121,3,22.4
2025-07-28,PRD0027,2130,1077,3,20.6
2025-08-04,PRD0027,2431,1176,4,22.8
2025-08-11,PRD0027,1923,905,3,18.7
2025-08-18,PRD0027,2451,1042,4,24.5
2025-08-25,PRD0027,2519,1097,3,22.3
2025-09-01,PRD0027,1995,875,2,16.4
2025-09-08,PRD0027,2151,821,4,22.0
2025-09-15,PRD0027,2056,978,3,19.4
2025-09-22,PRD0027,1894,1029,4,21.0
2025-09-29,PRD0027,2071,890,4,20.4
2025-10-06,PRD0027,1921,839,4,20.0
2025-10-13,PRD0027,1994,1091,3,19.1
2025-10-20,PRD0027,1939,687,4,19.1
2025-10-27,PRD0027,1943,1068,2,17.5
2025-11-03,PRD0027,2558,1022,5,28.4
2025-11-10,PRD0027,2321,888,5,23.7
2025-11-17,PRD0027,2166,858,3,19.6
2025-11-24,PRD0027,1894,733,2,17.3
2025-12-01,PRD0027,2108,953,3,20.4
2025-12-08,PRD0027,2361,1256,3,22.7
2025-12-15,PRD0027,2395,1075,3,21.8
2025-12-22,PRD0027,2180,1046,4,22.6
2025-12-29,PRD0027,2076,1053,3,20.4
2026-01-05,PRD0027,2207,1099,5,25.7
2026-01-12,PRD0027,1937,877,3,18.7
2026-01-19,PRD0027,2276,1045,2,18.8
2026-01-26,PRD0027,1809,778,3,16.6
2026-02-02,PRD0027,1915,828,3,17.2
2026-02-09,PRD0027,1687,652,2,14.6
2026-02-16,PRD0027,1592,768,2,15.2
2026-02-23,PRD0027,1573,769,2,13.7
2026-03-02,PRD0027,1457,710,2,13.0
2026-03-09,PRD0027,1528,780,1,11.2
2026-03-16,PRD0027,1249,482,1,10.5
2026-03-23,PRD0027,1076,576,1,8.3
2026-03-30,PRD0027,1048,455,1,8.4
2026-04-06,PRD0027,1063,490,0,6.8
